PO_NUMBER,PO_REVISION_NUM,PO_DATE,PO_STATUS,PO_APPROVED_DATE,PO_REVISION_NUMBER,PO_VENDOR_NAME,PO_SHIP_LOCATION_CODE,PO_SHIP_ADDRESS_1,PO_SHIP_ADDRESS_2,PO_SHIP_ADDRESS_3,PO_SHIP_CITY,PO_SHIP_STATE,PO_SHIP_ZIP,PO_SHIP_COUNTRY,PO_VENDOR_CREATION_DATE,PO_REVISION_DATE,PO_PROMISE_DATE,PO_NEED_BY_DATE,PO_CREATED_BY,PO_BUYER_NAME,PO_LAST_UPDATE_DATE,PO_LINE_NUM,PO_LINE_LOCATION_ID,PO_QTY_ORDERED,PO_QTY_DELIVERED,PO_QTY_CANCEL,PO_AMT_INVOICED,PO_UNIT_PRICE,PO_LINE_LOCATION_STATUS,PO_HEADER_ID,PO_VENDOR_ID,PO_LINE_ID,PART_NUMBER,PART_DESCRIPTION,UNIT_OF_MEASURE,TRACKING_SHIPPING_DATE,TRACKING_UPDATE_DATE,PO_ORIGINAL_PROMISED_DATE,PO_TYPE,QUANTITY_RECEIVED,ESTIMATED_DELIVERED_DATE,PROMISED_DATE_CREATION_DATE,SALES_ORDER_NUMBER,VERIFICATION_DATE,PROMISE_DATE_UPDATE_DETAILS,PROMISE_DATE_ISSUES,PO_SHIPMENT_TYPE,ITEM_TYPE,CLIN,PO_SHIPMENT_NUM
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,2,7408395,12,12,0,884.4,73.7,CLOSED,5523013,14293,6767941,G996,ADD: PROGRAMMING OVER P25 OTAP.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0002,2.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,8,7408402,12,12,0,884.4,73.7,CLOSED,5523013,14293,6767947,QA01767,ADD: P25 LINK LAYER AUTHENTICATION.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0003,8.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,9,7408396,12,12,0,6544.56,545.38,CLOSED,5523013,14293,6767948,Q498,ENH: ASTRO 25 OTAR W/ MULTIKEY.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0011,9.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,13,7408406,12,12,0,700.68,58.39,CLOSED,5523013,14293,6767952,QA07578,ALT; BATT IMPRES 2 LIION TIA4950 R,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0010,13.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,16,7408397,12,12,0,4204.92,350.41,CLOSED,5523013,14293,6767955,Q629,ENH: AES ENCRYPTION AND ADP.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0015,16.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,5,7408408,1,1,0,144.33,144.45,CLOSED,5523013,14293,6767944,NNTN8860ATAA,TAA CHARGER  SINGLE-UNIT  IMPRES 2  3A  115VAC  US.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,1,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0018,5.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,12,7408404,12,12,0,28903.8,2408.64,CLOSED,5523013,14293,6767951,H98KGF9PW6BN,APX6000 VHF MHZ MODEL 2.5 PORTABLEAPX6000 VHF MHZ MODEL 2.5 PORTABLE,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0001,12.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,1,7408409,12,12,0,2256,188,CLOSED,5523013,14293,6767940,LSV00Q00202A,DEVICE PROGRAMMING QTY 100 MOTOTRBO R7,Each,EMAIL CONFIRMATION,24-JAN-25,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0016,1.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,10,7408400,12,12,0,2653.2,221.1,CLOSED,5523013,14293,6767949,Q361,ADD: P25 9600 BAUD TRUNKING.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0007,10.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,11,7408401,12,12,0,3979.8,331.65,CLOSED,5523013,14293,6767950,QA00580,ADD: TDMA OPERATION.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0008,11.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,14,7408405,12,12,0,1326.6,110.55,CLOSED,5523013,14293,6767953,QA03399,ADD: ENHANCED DATA APX.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0012,14.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,7,7408399,12,12,0,10612.8,884.4,CLOSED,5523013,14293,6767946,H38,ADD: SMARTZONE OPERATION.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0013,7.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,2025-01-21 00:00:00,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,15,7408394,12,12,0,4558.68,379.89,CLOSED,5523013,14293,6767954,Q806,ADD: ASTRO DIGITAL CAI OPERATION.,Each,ORD82527895,09-NOV-24,2025-01-21 00:00:00,STANDARD,12,2025-01-28 00:00:00,2024-09-23 00:00:00,1217172,,,,EXTERNAL,P,0014,15.1.1
1404923,1,2024-09-23 00:00:00,APPROVED,2024-09-23 00:00:00,1,MOTOROLA SOLUTIONS  INC.,CFA OKINAWA,SECURITY DEPARTMENT BLDG. 1124,3034 KATSURENHESHIKIYA  WHITE BEACH NAVAL INSTALLATION,,URUMA OKINAWA,-,904-2314,JP,2006-07-01 00:00:00,2024-09-23 00:00:00,,2025-01-21 00:00:00,JATKINSON,"KNOX, CHELSEA",2024-09-23 00:00:00,3,7408410,12,0,0,0,729,OPEN,5523013,14293,6767942,HA00691-14293,7Y ESSENTIAL W ACC DMG HTP,Each,"779832364157'",05-FEB-25,2025-01-21 00:00:00,STANDARD,0,,2024-09-23 00:00:00,1217172,2026-02-09 00:00:00,SENT TO AP TO CLOSE. ESD WAS 1/21/25,WAITING ON AP,EXTERNAL,P,0005,3.1.1
1428360,0,2025-02-06 00:00:00,APPROVED CLOSED,2025-02-06 00:00:00,0,SALOMON USA,FBI TRU,ERF/TRU BLDG 27958A,,,QUANTICO,VA,22135,US,2006-09-26 00:00:00,,2025-02-12 00:00:00,2025-12-23 00:00:00,ADS_SCHEDULED_REQS,"MORIN-WRIGHT, ALISON",2025-03-05 00:00:00,1,8306095,1,1,0,84.15,84.15,CLOSED,6359158,186001,7674434,L47452700-12-186001,X ULTRA FORCES MID SIZE 12 RANGER GREEN,Each,1Z812W420319275140,22-FEB-25,2025-02-12 00:00:00,STANDARD,1,2025-02-19 00:00:00,2025-02-10 00:00:00,1251689,,,,EXTERNAL,P,0006,1.1.1
1425847,1,2025-01-28 00:00:00,APPROVED CLOSED,2025-02-07 00:00:00,1,STREAMLIGHT  INC.,ADS AVIATOR-1 WAREHOUSE AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3152,US,2006-07-01 00:00:00,2025-02-07 00:00:00,2025-02-19 00:00:00,2025-12-09 00:00:00,CKNOX,"KNOX, CHELSEA",2025-02-18 00:00:00,1,8214975,1,1,0,31.86,31.86,CLOSED,6263134,14214,7578382,88033,PROTAC 2AA WITH ALKALINE BATTERIES AND HOLSTER CLAM BLACK,Each,,,2025-02-19 00:00:00,STANDARD,1,,2025-02-07 00:00:00,1247208,,,,INTERNAL,SP,,1.1.1
1406717,3,2024-09-30 00:00:00,APPROVED CLOSED,2025-02-07 00:00:00,3,HSLD LOGISTICS LLC,731ST EATKS,FY5666 731 EATKS TMO,BAZA 71 AERIANA STR,CP 314-632-936,CAMPIA TURZII,-,405100,RO,2022-03-18 00:00:00,2025-02-07 00:00:00,2025-02-07 00:00:00,2025-02-07 00:00:00,NLUDWIG,"LUDWIG, NOAH",2025-02-10 00:00:00,1,7419204,1,1,0,113620.24,113620.24,CLOSED,5527143,5715483,6773342,TNC-24-1738,DEPLOYABLE GAS ANALYZING KIT,Each,POD ATTACHED,07-FEB-25,2025-01-20 00:00:00,STANDARD,1,2025-02-14 00:00:00,2024-10-25 00:00:00,1224012,2025-01-29 00:00:00,SUPPLIER WILL PROVIDE POD AFTER COMPLETION,SUPPLIER ISSUE,EXTERNAL,P,0001,1.1.1
1415192,3,2024-11-14 00:00:00,APPROVED CLOSED,2024-11-18 00:00:00,3,L3HARRIS TECHNOLOGIES  INC.,ADS AVIATOR-2 WAREHOUSE-AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3151,US,2006-07-01 00:00:00,2024-11-18 00:00:00,2025-05-23 00:00:00,2025-07-24 00:00:00,LWATERMAN,"WATERMAN, LYNN",2025-07-16 00:00:00,1,7740977,20,20,0,7055,352.75,CLOSED,5813142,14821,7092371,12193-0420-A006,CABLE ASSY; 12 PIN TO KDU,Each,(20) UPS 1Z23WA900399839545,14-MAY-25,2025-05-23 00:00:00,STANDARD,20,,2024-11-18 00:00:00,1234086,,,,INTERNAL,P,,1.1.1
1415192,3,2024-11-14 00:00:00,APPROVED CLOSED,2024-11-18 00:00:00,3,L3HARRIS TECHNOLOGIES  INC.,ADS AVIATOR-2 WAREHOUSE-AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3151,US,2006-07-01 00:00:00,2024-11-18 00:00:00,2025-07-18 00:00:00,2025-07-24 00:00:00,LWATERMAN,"WATERMAN, LYNN",2025-07-16 00:00:00,4,7740979,5,5,0,2443.75,488.75,CLOSED,5813142,14821,7092374,RF-5853-CH202-14821,TWO-BAY BATTERY CHARGERHANDHELD BATTERY,Each,(5) UPS 1Z23WA900397363900,09-JUL-25,2025-07-18 00:00:00,STANDARD,5,,2024-11-18 00:00:00,1234086,,,,INTERNAL,P,,4.1.1
1415192,3,2024-11-14 00:00:00,APPROVED CLOSED,2024-11-18 00:00:00,3,L3HARRIS TECHNOLOGIES  INC.,ADS AVIATOR-2 WAREHOUSE-AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3151,US,2006-07-01 00:00:00,2024-11-18 00:00:00,2025-02-14 00:00:00,2025-07-24 00:00:00,LWATERMAN,"WATERMAN, LYNN",2025-07-16 00:00:00,3,7740976,10,10,0,2592.5,259.25,CLOSED,5813142,14821,7092373,12193-2740-01,225-450 AND 1300-2600 MHZ DUAL BAND ANTENNA; HH,Each,(10) FEDEX 418384791854,07-FEB-25,2025-02-14 00:00:00,STANDARD,10,,2024-11-18 00:00:00,1234086,,,,INTERNAL,P,,3.1.1
1415192,3,2024-11-14 00:00:00,APPROVED CLOSED,2024-11-18 00:00:00,3,L3HARRIS TECHNOLOGIES  INC.,ADS AVIATOR-2 WAREHOUSE-AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3151,US,2006-07-01 00:00:00,2024-11-18 00:00:00,2025-02-14 00:00:00,2025-07-24 00:00:00,LWATERMAN,"WATERMAN, LYNN",2025-07-16 00:00:00,2,7740978,35,35,0,2677.5,76.5,CLOSED,5813142,14821,7092372,12193-1591-01,HOLSTER; MCHH; BATTERY ACCESS; MULTICAM,Each,(35) FEDEX 418384791854,07-FEB-25,2025-02-14 00:00:00,STANDARD,35,,2024-11-18 00:00:00,1234086,,,,INTERNAL,P,,2.1.1
1423276,3,2025-01-14 00:00:00,APPROVED CLOSED,2025-02-10 00:00:00,3,3M,ADS AVIATOR-1 WAREHOUSE AVA,2505 AVIATOR DR,,,VIRGINIA BEACH,VA,23453-3152,US,2006-07-01 00:00:00,2025-02-10 00:00:00,2025-02-12 00:00:00,2025-12-09 00:00:00,LWATERMAN,"WATERMAN, LYNN",2025-02-13 00:00:00,1,8121085,2,2,0,268.37,134.18,CLOSED,6172157,14881,7485434,70071558608,3M PELTOR TACTICAL SPORT COMMUNICATIONS HEADSET MT16H210F-SV; HEADB ; 1 EA/CS; PRODUCT NO: MT16H210F-SV,Each,1Z4X79280370486871,10-FEB-25,2025-02-12 00:00:00,STANDARD,2,,2025-02-06 00:00:00,1245642,,,,INTERNAL,P,,1.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,7,8091015,1,1,0,3888,3888,CLOSED,6142129,2816475,7453396,1119082-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0001,7.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,9,8091017,1,1,0,3888,3888,CLOSED,6142129,2816475,7453398,40818152-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0003,9.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,10,8091018,1,1,0,2133,2133,CLOSED,6142129,2816475,7453399,40982010-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0004,10.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,13,8091021,1,1,0,6086,6086,CLOSED,6142129,2816475,7453402,41092397-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0007,13.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,15,8091023,1,1,0,1774,1774,CLOSED,6142129,2816475,7453404,41134573-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0009,15.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,2,8091010,1,1,0,2133,2133,CLOSED,6142129,2816475,7453391,1111214-2816475,SIMULINK WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0014,2.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,4,8091012,1,1,0,2133,2133,CLOSED,6142129,2816475,7453393,1111216-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0016,4.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,16,8091024,1,1,0,1774,1774,CLOSED,6142129,2816475,7453405,41134574-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0010,16.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,18,8091026,1,1,0,1774,1774,CLOSED,6142129,2816475,7453407,41134576-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0012,18.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,8,8091016,1,1,0,2133,2133,CLOSED,6142129,2816475,7453397,1119083-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0002,8.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,1,8091009,1,1,0,5558,5558,CLOSED,6142129,2816475,7453390,31111213-2816475,SIMULINK WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0013,1.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,6,8091014,1,1,0,4300,4300,CLOSED,6142129,2816475,7453395,1119081-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0018,6.1.1
